{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2024/4/1/0/9281661/waterfall_9281661_2024-04-01T00-16-58.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/8/3/6179355/waterfall_6179355_2022-07-08T03-28-43.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/8/2/6179354/waterfall_6179354_2022-07-08T02-57-15.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/8/1/6179151/waterfall_6179151_2022-07-08T01-36-34.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/8/0/6179148/waterfall_6179148_2022-07-08T00-34-03.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/22/6178801/waterfall_6178801_2022-07-07T22-55-41.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/22/6178800/waterfall_6178800_2022-07-07T22-42-19.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/22/6178799/waterfall_6178799_2022-07-07T22-28-58.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/21/6178553/waterfall_6178553_2022-07-07T21-53-37.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/20/6178551/waterfall_6178551_2022-07-07T20-32-44.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/19/6178084/waterfall_6178084_2022-07-07T19-48-08.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/18/6178082/waterfall_6178082_2022-07-07T18-57-20.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/16/6177747/waterfall_6177747_2022-07-07T16-09-55.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/15/6177746/waterfall_6177746_2022-07-07T15-57-38.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/14/6177377/waterfall_6177377_2022-07-07T14-24-53.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/12/6176970/waterfall_6176970_2022-07-07T12-44-33.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/12/6176969/waterfall_6176969_2022-07-07T12-27-32.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/11/6176479/waterfall_6176479_2022-07-07T11-05-46.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/10/6176478/waterfall_6176478_2022-07-07T10-46-20.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/10/6176477/waterfall_6176477_2022-07-07T10-24-37.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/9/6176072/waterfall_6176072_2022-07-07T09-31-47.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/9/6176071/waterfall_6176071_2022-07-07T09-09-38.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/8/6176070/waterfall_6176070_2022-07-07T08-44-23.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/7/6176069/waterfall_6176069_2022-07-07T07-51-43.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/7/6175701/waterfall_6175701_2022-07-07T07-04-17.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/6/6175699/waterfall_6175699_2022-07-07T06-11-29.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/6/6175699/waterfall_6175699_2022-07-07T06-11-29.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/5/6175698/waterfall_6175698_2022-07-07T05-53-59.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/5/6175172/waterfall_6175172_2022-07-07T05-24-02.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/4/6175171/waterfall_6175171_2022-07-07T04-31-28.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/4/6175170/waterfall_6175170_2022-07-07T04-16-43.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/3/6174950/waterfall_6174950_2022-07-07T03-44-28.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/2/6174946/waterfall_6174946_2022-07-07T02-12-53.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/7/1/6174534/waterfall_6174534_2022-07-07T01-40-56.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/22/6174323/waterfall_6174323_2022-07-06T22-11-07.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/21/6173969/waterfall_6173969_2022-07-06T21-31-20.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/20/6173967/waterfall_6173967_2022-07-06T20-24-19.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/19/6173725/waterfall_6173725_2022-07-06T19-31-44.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/18/6173723/waterfall_6173723_2022-07-06T18-49-08.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/14/6172906/waterfall_6172906_2022-07-06T14-56-15.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/14/6172905/waterfall_6172905_2022-07-06T14-31-05.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/14/6172903/waterfall_6172903_2022-07-06T14-01-07.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/12/6172309/waterfall_6172309_2022-07-06T12-55-24.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/12/6172307/waterfall_6172307_2022-07-06T12-20-01.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/11/6172048/waterfall_6172048_2022-07-06T11-34-36.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/10/6172046/waterfall_6172046_2022-07-06T10-42-02.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/10/6172045/waterfall_6172045_2022-07-06T10-14-07.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/9/6172044/waterfall_6172044_2022-07-06T09-57-54.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/9/6171612/waterfall_6171612_2022-07-06T09-44-13.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/8/6171610/waterfall_6171610_2022-07-06T08-56-55.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/8/6171609/waterfall_6171609_2022-07-06T08-37-35.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/8/6171609/waterfall_6171609_2022-07-06T08-37-35.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/8/6171608/waterfall_6171608_2022-07-06T08-04-09.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/7/6171214/waterfall_6171214_2022-07-06T07-16-48.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/6/6171213/waterfall_6171213_2022-07-06T06-42-35.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/6/6171212/waterfall_6171212_2022-07-06T06-23-54.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/5/6170960/waterfall_6170960_2022-07-06T05-36-34.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/5/6170959/waterfall_6170959_2022-07-06T05-04-54.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/4/6170958/waterfall_6170958_2022-07-06T04-43-59.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/3/6170957/waterfall_6170957_2022-07-06T03-57-11.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/1/6170581/waterfall_6170581_2022-07-06T01-59-49.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/1/6170279/waterfall_6170279_2022-07-06T01-30-06.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/6/0/6170277/waterfall_6170277_2022-07-06T00-48-27.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/23/6170275/waterfall_6170275_2022-07-05T23-56-56.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/22/6169972/waterfall_6169972_2022-07-05T22-58-35.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/21/6169969/waterfall_6169969_2022-07-05T21-51-59.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/21/6169707/waterfall_6169707_2022-07-05T21-29-59.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/20/6169705/waterfall_6169705_2022-07-05T20-50-53.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/19/6169701/waterfall_6169701_2022-07-05T19-15-27.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/16/6168838/waterfall_6168838_2022-07-05T16-02-38.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/15/6168518/waterfall_6168518_2022-07-05T15-05-45.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/14/6168516/waterfall_6168516_2022-07-05T14-27-32.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/14/6168515/waterfall_6168515_2022-07-05T14-06-14.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/13/6168513/waterfall_6168513_2022-07-05T13-23-28.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/12/6168124/waterfall_6168124_2022-07-05T12-22-55.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/11/6167769/waterfall_6167769_2022-07-05T11-15-06.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/11/6167769/waterfall_6167769_2022-07-05T11-15-06.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/10/6167768/waterfall_6167768_2022-07-05T10-46-07.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/10/6167767/waterfall_6167767_2022-07-05T10-18-24.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/9/6167766/waterfall_6167766_2022-07-05T09-56-39.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/9/6167185/waterfall_6167185_2022-07-05T09-09-27.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/8/6167183/waterfall_6167183_2022-07-05T08-16-34.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/7/6167181/waterfall_6167181_2022-07-05T07-29-18.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/6/6166696/waterfall_6166696_2022-07-05T06-57-09.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/6/6166695/waterfall_6166695_2022-07-05T06-36-19.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/5/6166694/waterfall_6166694_2022-07-05T05-53-14.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/4/6166464/waterfall_6166464_2022-07-05T04-56-32.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/4/6166463/waterfall_6166463_2022-07-05T04-17-04.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/3/6166461/waterfall_6166461_2022-07-05T03-24-37.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/2/6166138/waterfall_6166138_2022-07-05T02-46-19.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/2/6166137/waterfall_6166137_2022-07-05T02-19-20.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/5/0/6165877/waterfall_6165877_2022-07-05T00-24-50.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/22/6165560/waterfall_6165560_2022-07-04T22-07-13.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/21/6165559/waterfall_6165559_2022-07-04T21-46-45.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/20/6165232/waterfall_6165232_2022-07-04T20-33-57.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/15/6164294/waterfall_6164294_2022-07-04T15-59-51.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/14/6163533/waterfall_6163533_2022-07-04T14-27-02.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/13/6163158/waterfall_6163158_2022-07-04T13-11-18.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/11/6163154/waterfall_6163154_2022-07-04T11-34-18.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/11/6162835/waterfall_6162835_2022-07-04T11-02-02.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/10/6162834/waterfall_6162834_2022-07-04T10-34-38.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/10/6162834/waterfall_6162834_2022-07-04T10-34-38.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/10/6162833/waterfall_6162833_2022-07-04T10-09-05.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/9/6162832/waterfall_6162832_2022-07-04T09-57-31.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/9/6162831/waterfall_6162831_2022-07-04T09-40-16.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/9/6162830/waterfall_6162830_2022-07-04T09-21-58.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/8/6162475/waterfall_6162475_2022-07-04T08-29-00.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/8/6162474/waterfall_6162474_2022-07-04T08-04-29.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/7/6162473/waterfall_6162473_2022-07-04T07-41-47.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/6/6162015/waterfall_6162015_2022-07-04T06-41-39.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/6/6162014/waterfall_6162014_2022-07-04T06-01-39.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/5/6161615/waterfall_6161615_2022-07-04T05-04-51.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/4/6161614/waterfall_6161614_2022-07-04T04-40-04.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/4/6161613/waterfall_6161613_2022-07-04T04-22-44.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/3/6161611/waterfall_6161611_2022-07-04T03-30-54.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/3/6161281/waterfall_6161281_2022-07-04T03-03-16.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/1/6161278/waterfall_6161278_2022-07-04T01-54-44.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/4/0/6160870/waterfall_6160870_2022-07-04T00-53-10.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/23/6160867/waterfall_6160867_2022-07-03T23-20-31.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/22/6160562/waterfall_6160562_2022-07-03T22-34-04.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/20/6160360/waterfall_6160360_2022-07-03T20-17-09.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/15/6159107/waterfall_6159107_2022-07-03T15-11-20.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/14/6159106/waterfall_6159106_2022-07-03T14-58-21.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/14/6159105/waterfall_6159105_2022-07-03T14-27-42.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/13/6159102/waterfall_6159102_2022-07-03T13-17-38.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/12/6158399/waterfall_6158399_2022-07-03T12-46-14.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/12/6158399/waterfall_6158399_2022-07-03T12-46-14.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/11/6158396/waterfall_6158396_2022-07-03T11-57-52.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/11/6158395/waterfall_6158395_2022-07-03T11-23-54.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/10/6157982/waterfall_6157982_2022-07-03T10-56-53.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/10/6157981/waterfall_6157981_2022-07-03T10-45-45.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/10/6157980/waterfall_6157980_2022-07-03T10-21-32.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/9/6157978/waterfall_6157978_2022-07-03T09-34-29.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/9/6157977/waterfall_6157977_2022-07-03T09-20-37.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/8/6157508/waterfall_6157508_2022-07-03T08-41-24.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/7/6157506/waterfall_6157506_2022-07-03T07-54-16.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/7/6157505/waterfall_6157505_2022-07-03T07-30-08.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/7/6157070/waterfall_6157070_2022-07-03T07-01-10.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/6/6157069/waterfall_6157069_2022-07-03T06-40-34.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/6/6157068/waterfall_6157068_2022-07-03T06-14-13.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/5/6157067/waterfall_6157067_2022-07-03T05-52-49.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/5/6157066/waterfall_6157066_2022-07-03T05-21-44.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/4/6156823/waterfall_6156823_2022-07-03T04-35-34.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/4/6156822/waterfall_6156822_2022-07-03T04-15-43.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/7/3/2/6156458/waterfall_6156458_2022-07-03T02-39-03.png', 'waterfall_status': 'with-signal'}
